clipname,namefirst,namelast,setting,ppl,sessionname,sessionnotes,startdate,name,id,latlng
Jazz Fest parade with Dirty Dozen Brass Band (II),Greg,"Davis
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,New Orleans 1982,62,"32.6410, -90.3648"
Jazz Fest parade with Dirty Dozen Brass Band (II),Greg,"Davis
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,New Orleans 1982,63,"29.9511, -90.0715"
Interview with Jennell Marshall,Jennell,"Marshall
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,New Orleans 1982,64,"32.6410, -90.3648"
Interview with Jennell Marshall,Jennell,"Marshall
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,New Orleans 1982,65,"29.9511, -90.0715"
Interview with Jennell Marshall,Alan,"Lomax
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,New Orleans 1982,66,"32.6410, -90.3648"
Interview with Jennell Marshall,Alan,"Lomax
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,New Orleans 1982,67,"29.9511, -90.0715"
Jazz Fest parade with Dirty Dozen Brass Band (III),"""Brother""","Joseph
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,New Orleans 1982,68,"32.6410, -90.3648"
Jazz Fest parade with Dirty Dozen Brass Band (III),"""Brother""","Joseph
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,New Orleans 1982,69,"29.9511, -90.0715"
Jazz Fest parade with Dirty Dozen Brass Band (III),Ephram,"Towns
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,New Orleans 1982,70,"32.6410, -90.3648"
Jazz Fest parade with Dirty Dozen Brass Band (III),Ephram,"Towns
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,New Orleans 1982,71,"29.9511, -90.0715"
Jazz Fest parade with Dirty Dozen Brass Band (III),Benny,"Jones
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,New Orleans 1982,72,"32.6410, -90.3648"
Jazz Fest parade with Dirty Dozen Brass Band (III),Benny,"Jones
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,New Orleans 1982,73,"29.9511, -90.0715"
Jazz Fest parade with Dirty Dozen Brass Band (III),Kurt,"Joseph
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,New Orleans 1982,74,"32.6410, -90.3648"
Jazz Fest parade with Dirty Dozen Brass Band (III),Kurt,"Joseph
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,New Orleans 1982,75,"29.9511, -90.0715"
Jazz Fest parade with Dirty Dozen Brass Band (III),Roger,"Lewis
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,New Orleans 1982,76,"32.6410, -90.3648"
Jazz Fest parade with Dirty Dozen Brass Band (III),Roger,"Lewis
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,New Orleans 1982,77,"29.9511, -90.0715"
Jazz Fest parade with Dirty Dozen Brass Band (III),Kevin,"Harris
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,New Orleans 1982,78,"32.6410, -90.3648"
Jazz Fest parade with Dirty Dozen Brass Band (III),Kevin,"Harris
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,New Orleans 1982,79,"29.9511, -90.0715"
Jazz Fest parade with Dirty Dozen Brass Band (III),Jennell,"Marshall
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,New Orleans 1982,80,"32.6410, -90.3648"
Jazz Fest parade with Dirty Dozen Brass Band (III),Jennell,"Marshall
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,New Orleans 1982,81,"29.9511, -90.0715"
Jazz Fest parade with Dirty Dozen Brass Band (III),Greg,"Davis
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,New Orleans 1982,82,"32.6410, -90.3648"
Jazz Fest parade with Dirty Dozen Brass Band (III),Greg,"Davis
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,New Orleans 1982,83,"29.9511, -90.0715"
Jazz Fest parade with Dirty Dozen Brass Band (IV),"""Brother""","Joseph
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,New Orleans 1982,84,"32.6410, -90.3648"
Jazz Fest parade with Dirty Dozen Brass Band (IV),"""Brother""","Joseph
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,New Orleans 1982,85,"29.9511, -90.0715"
Jazz Fest parade with Dirty Dozen Brass Band (IV),Ephram,"Towns
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,New Orleans 1982,86,"32.6410, -90.3648"
Jazz Fest parade with Dirty Dozen Brass Band (IV),Ephram,"Towns
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,New Orleans 1982,87,"29.9511, -90.0715"
Jazz Fest parade with Dirty Dozen Brass Band (IV),Benny,"Jones
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,New Orleans 1982,88,"32.6410, -90.3648"
Jazz Fest parade with Dirty Dozen Brass Band (IV),Benny,"Jones
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,New Orleans 1982,89,"29.9511, -90.0715"
Jazz Fest parade with Dirty Dozen Brass Band (IV),Kurt,"Joseph
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,New Orleans 1982,90,"32.6410, -90.3648"
Jazz Fest parade with Dirty Dozen Brass Band (IV),Kurt,"Joseph
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,New Orleans 1982,91,"29.9511, -90.0715"
Jazz Fest parade with Dirty Dozen Brass Band (IV),Roger,"Lewis
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,New Orleans 1982,92,"32.6410, -90.3648"
Jazz Fest parade with Dirty Dozen Brass Band (IV),Roger,"Lewis
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,New Orleans 1982,93,"29.9511, -90.0715"
Jazz Fest parade with Dirty Dozen Brass Band (IV),Kevin,"Harris
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,New Orleans 1982,94,"32.6410, -90.3648"
Jazz Fest parade with Dirty Dozen Brass Band (IV),Kevin,"Harris
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,New Orleans 1982,95,"29.9511, -90.0715"
Jazz Fest parade with Dirty Dozen Brass Band (IV),Jennell,"Marshall
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,New Orleans 1982,96,"32.6410, -90.3648"
Jazz Fest parade with Dirty Dozen Brass Band (IV),Jennell,"Marshall
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,New Orleans 1982,97,"29.9511, -90.0715"
Jazz Fest parade with Dirty Dozen Brass Band (IV),Greg,"Davis
",At the farm of Jack Owens,Bentonia,Jack Owens & Bud Spires,"02.01.01 through 02.01.27 shot Aug. 12; the remaining on Aug. 14. Unless otherwise noted, all tracks feature Jack Owens on vocal and guitar and Bud Spires on harmonica.",1978-08-12T04:00:00.000Z,New Orleans 1982,98,"32.6410, -90.3648"
Jazz Fest parade with Dirty Dozen Brass Band (IV),Greg,"Davis
",New Orleans Jazz & Heritage Festival,New Orleans,1982 New Orleans Jazz & Heritage Festival,"Shots of the Zulus, Big Jumpers, Young Men's Olympians, Dirty Dozen Brass Band and assorted Jazz Fest attendees.  Dirty Dozen members: ""Brother"" Charles Joseph: trombone; Ephram Towns: trumpet; Benny Jones: bass drum; Kurt Joseph: tuba; Roger Lewis: barit",1982-05-08T04:00:00.000Z,New Orleans 1982,99,"29.9511, -90.0715"
"""Livery Stable Blues"" rehearsal",Paul,"Crawford
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,100,"40.7989, -81.3784"
"""Livery Stable Blues"" rehearsal",Paul,"Crawford
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,101,"29.9511, -90.0715"
"""Livery Stable Blues"" rehearsal",Jeff,"Riddick
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,102,"40.7989, -81.3784"
"""Livery Stable Blues"" rehearsal",Jeff,"Riddick
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,103,"29.9511, -90.0715"
"""Livery Stable Blues"" rehearsal",Raymond,"Burke
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,104,"40.7989, -81.3784"
"""Livery Stable Blues"" rehearsal",Raymond,"Burke
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,105,"29.9511, -90.0715"
"""Livery Stable Blues"" rehearsal",Raphael,"Benitez
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,106,"40.7989, -81.3784"
"""Livery Stable Blues"" rehearsal",Raphael,"Benitez
",Maple Leaf Bar,New Orleans,Maple Leaf Bar,"Traditional New Orleans jazz played by the house band of the Maple Leaf Bar and interviews with band members. Paul Crawford, trombone; Jeff Riddick, piano and vocal; Raymond Burke, clarinet; Raphael Benitez, bass; Jack Bachman, trumpet; Butch Massico, dru",1982-05-14T04:00:00.000Z,New Orleans 1982,107,"29.9511, -90.0715"
"""Livery Stable Blues"" rehearsal",Jack,"Bachman
",St. James Missionary Baptist Church,Canton,Worship service at St. James Baptist Church,All tracks include vocals by the congregation of St. James Missionary Baptist Church in addition to lead vocalists as noted.,1978-08-11T04:00:00.000Z,New Orleans 1982,108,"40.7989, -81.3784"
